regime_class,boundary_flag,unclassifiable_flag,rationale,bivariate_rho_t1,bivariate_rho_t2,partial_rho_t1,partial_rho_t2,decrement_t1,decrement_t2,n_eligible_t1,n_eligible_t2,panel,n_brands
Regime 4 candidate (matches neither Regime 1 nor 2),False,True,"ρ_t1=-0.066, ρ_t2=-0.134, partial_ρ_t1=-0.084, partial_ρ_t2=-0.146, Δ_t1=0.018, Δ_t2=0.012, n_t1=17, n_t2=17.",-0.06647556869524313,-0.13415509086484223,-0.08437196308266863,-0.14586566150382185,0.017896394387425504,0.011710570638979623,17,17,primary,16
Regime 4 candidate (matches neither Regime 1 nor 2),False,True,"ρ_t1=-0.011, ρ_t2=-0.129, partial_ρ_t1=-0.005, partial_ρ_t2=-0.130, Δ_t1=-0.006, Δ_t2=0.001, n_t1=16, n_t2=16.",-0.01058615131099015,-0.12860482541018173,-0.0049218293008662095,-0.12950463462790554,-0.005664322010123941,0.0008998092177238126,16,16,tea_box_excluded,15
